parent_id,source_file,stage,status,attempt,resolved,resolution,message,candidate_index,num_atoms,converged,relaxation_steps,relaxation_seconds,total_energy_ev,energy_per_atom_ev
20k,/root/Mattergen/OBELIX/cifs/20k.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,92,False,300,112.35964569299904,-680.3742065429688,-7.39537181024966
20k,/root/Mattergen/OBELIX/cifs/20k.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,92,False,300,113.73427397799969,-679.4120483398438,-7.384913568911345
20k,/root/Mattergen/OBELIX/cifs/20k.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,6,92,False,300,114.39169417000085,-690.0826416015625,-7.5008982782778535
20k,/root/Mattergen/OBELIX/cifs/20k.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,7,92,False,300,115.71138309899834,-703.3899536132812,-7.645542974057405
20k,/root/Mattergen/OBELIX/cifs/20k.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,92,False,300,100.086566658003,-669.1185302734375,-7.2730275029721465
240,/root/Mattergen/OBELIX/cifs/240.cif,ordering_approximation,approximation_warning,0,False,,Occupancy error 0.053333 exceeds tolerance 0.050000,3,104,True,63,19.64340670999809,-391.86541748046875,-3.7679367065429688
2d1,/root/Mattergen/OBELIX/cifs/2d1.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,0,90,False,300,110.24084622899682,-665.173095703125,-7.390812174479167
2d1,/root/Mattergen/OBELIX/cifs/2d1.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,1,90,False,300,110.2408010149993,-677.1620483398438,-7.524022759331597
2d1,/root/Mattergen/OBELIX/cifs/2d1.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,2,90,False,300,112.68856112999856,-668.4544067382812,-7.427271185980903
2d1,/root/Mattergen/OBELIX/cifs/2d1.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,3,90,False,300,112.68830343299851,-678.3939819335938,-7.537710910373264
2d1,/root/Mattergen/OBELIX/cifs/2d1.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,90,False,300,110.26052263200108,-668.538330078125,-7.4282036675347225
2d1,/root/Mattergen/OBELIX/cifs/2d1.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,90,False,300,110.26023199200063,-663.85595703125,-7.376177300347222
2d1,/root/Mattergen/OBELIX/cifs/2d1.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,7,90,False,300,106.02797491099773,-670.5760498046875,-7.450844997829861
2r7,/root/Mattergen/OBELIX/cifs/2r7.cif,ordering_approximation,approximation_warning,0,False,,Occupancy error 0.117000 exceeds tolerance 0.050000,3,76,True,47,20.807366637000086,-514.7801513671875,-6.7734230443050985
2uv,/root/Mattergen/OBELIX/cifs/2uv.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Li1', 'Li1', 'Li1', 'Li2', 'Li2', 'Li2', 'Li2', 'Sn3', 'Sn3', 'Sn3', 'Sn3', 'Se4', 'Se4', 'Se4', 'Se4', 'Se4', 'Se4', 'Se4', 'Se4', 'Se5', 'Se5', 'Se5', 'Se5', 'Se6', 'Se6', 'Se6', 'Se6']`.",,,,,,,
3rh,/root/Mattergen/OBELIX/cifs/3rh.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,0,94,False,300,117.5117150599981,-706.1448974609375,-7.51217976022274
3rh,/root/Mattergen/OBELIX/cifs/3rh.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,2,94,False,300,117.65541068200037,-674.0493774414062,-7.1707380578873
3rh,/root/Mattergen/OBELIX/cifs/3rh.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,3,94,False,300,118.93920444300238,-698.107177734375,-7.4266721035571805
3rh,/root/Mattergen/OBELIX/cifs/3rh.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,94,False,300,119.14744421499927,-686.4412841796875,-7.302566852975399
3rh,/root/Mattergen/OBELIX/cifs/3rh.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,94,False,300,118.90244899400204,-683.193359375,-7.26801446143617
3rh,/root/Mattergen/OBELIX/cifs/3rh.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,7,94,False,300,117.93735331399876,-697.2109985351562,-7.417138282288897
3rh,/root/Mattergen/OBELIX/cifs/3rh.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,94,False,300,89.65357780699924,-694.7833862304688,-7.391312619473072
3rx,/root/Mattergen/OBELIX/cifs/3rx.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Nd1', 'Nd1', 'Ti2', 'Ti2', 'O3', 'O3', 'O3', 'O3', 'O4', 'O4', 'O5', 'O5']`.",,,,,,,
3uq,/root/Mattergen/OBELIX/cifs/3uq.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,1,73,False,300,141.97274608299995,-506.5770568847656,-6.9394117381474745
419,/root/Mattergen/OBELIX/cifs/419.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,1,89,False,300,109.99338532800175,-681.3321533203125,-7.655417453037219
419,/root/Mattergen/OBELIX/cifs/419.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,3,89,False,300,109.6502711510002,-683.9251098632812,-7.684551796216644
419,/root/Mattergen/OBELIX/cifs/419.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,89,False,300,109.927004227,-679.3574829101562,-7.633230145057936
419,/root/Mattergen/OBELIX/cifs/419.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,89,False,300,109.9811655070007,-694.5877075195312,-7.804356264264396
419,/root/Mattergen/OBELIX/cifs/419.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,89,False,300,77.19220112499897,-690.9754028320312,-7.763768571146419
47i,/root/Mattergen/OBELIX/cifs/47i.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li1', 'Li1', 'Li2', 'Li2', 'Li3', 'Li3', 'P4', 'P4', 'P5', 'P5', 'O6', 'O6', 'O7', 'O7', 'O8', 'O8', 'O9', 'O9', 'O10', 'O10', 'O11', 'O11', 'O12', 'O12']`.",,,,,,,
4ba,/root/Mattergen/OBELIX/cifs/4ba.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Ge1', 'Ge1', 'Ge1', 'Ge1', 'Li0', 'Li0', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'O4', 'P2', 'P2', 'P2', 'P2', 'P2', 'P2']`.",,,,,,,
4ie,/root/Mattergen/OBELIX/cifs/4ie.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,0,94,False,300,116.26993941999899,-692.2119750976562,-7.36395718188996
4ie,/root/Mattergen/OBELIX/cifs/4ie.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,1,94,False,300,116.26989356099875,-704.5818481445312,-7.495551576005652
4ie,/root/Mattergen/OBELIX/cifs/4ie.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,2,94,False,300,119.18015725700025,-703.639892578125,-7.485530772107713
4ie,/root/Mattergen/OBELIX/cifs/4ie.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,94,False,300,119.15225626400206,-694.3047485351562,-7.386220729097407
4ie,/root/Mattergen/OBELIX/cifs/4ie.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,94,False,300,118.20475426099802,-716.6465454101562,-7.623899419256982
4ie,/root/Mattergen/OBELIX/cifs/4ie.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,6,94,False,300,118.05965655399996,-691.67919921875,-7.3582893533909575
4ie,/root/Mattergen/OBELIX/cifs/4ie.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,7,94,False,300,118.60228464299871,-692.6209106445312,-7.368307560048205
4ie,/root/Mattergen/OBELIX/cifs/4ie.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,8,94,False,300,119.1521049160001,-691.458740234375,-7.3559440450465425
4ie,/root/Mattergen/OBELIX/cifs/4ie.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,94,False,300,83.19761466599812,-692.4005737304688,-7.365963550324135
4kt,/root/Mattergen/OBELIX/cifs/4kt.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Cl3', 'Cl3', 'Cl3', 'Cl3', 'Cl4', 'Cl4', 'Cl4', 'Cl4', 'Cr2', 'Cr2', 'Li0', 'Li0', 'Li1', 'Li1']`.",,,,,,,
4p7,/root/Mattergen/OBELIX/cifs/4p7.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Cl1', 'O2']`.",,,,,,,
4xq,/root/Mattergen/OBELIX/cifs/4xq.cif,ordering_approximation,approximation_warning,0,False,,Occupancy error 0.085000 exceeds tolerance 0.050000,3,56,True,24,6.58654205700077,-467.9623107910156,-8.35646983555385
5bz,/root/Mattergen/OBELIX/cifs/5bz.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Li1', 'Li1', 'Li1', 'Li2', 'Li2', 'Li2', 'Li2', 'B3', 'B3', 'B3', 'B3', 'N4', 'N4', 'N4', 'N4', 'N5', 'N5', 'N5', 'N5']`.",,,,,,,
5tl,/root/Mattergen/OBELIX/cifs/5tl.cif,ordering_approximation,approximation_warning,0,False,,Reference elements absent from source CIF: Li,0,28,True,23,3.7042100680009753,-246.8127899169922,-8.814742497035436
5z0,/root/Mattergen/OBELIX/cifs/5z0.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li1', 'Li2', 'Li2', 'Li2', 'Li2', 'Li2', 'Li2', 'Li2', 'Li2', 'Li3', 'Li3', 'Li3', 'Li3', 'Li3', 'Li3', 'Li3', 'Li3', 'Li4', 'Li4', 'Li4', 'Li4', 'Li4', 'Li4', 'Li4', 'Li4', 'Al5', 'Al5', 'Al5', 'Al5', 'Al5', 'Al5', 'Al5', 'Al5', 'O6', 'O6', 'O6', 'O6', 'O6', 'O6', 'O6', 'O6', 'O7', 'O7', 'O7', 'O7', 'O7', 'O7', 'O7', 'O7', 'O8', 'O8', 'O8', 'O8', 'O8', 'O8', 'O8', 'O8', 'O9', 'O9', 'O9', 'O9', 'O9', 'O9', 'O9', 'O9']`.",,,,,,,
5zv,/root/Mattergen/OBELIX/cifs/5zv.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Li1', 'Li1', 'Li1', 'Li2', 'Li2', 'Li2', 'Li2', 'Li3', 'Li3', 'Li3', 'Li3', 'Zn4', 'Zn4', 'Zn4', 'Zn4', 'P5', 'P5', 'P5', 'P5', 'P6', 'P6', 'P6', 'P6', 'O7', 'O7', 'O7', 'O7', 'O8', 'O8', 'O8', 'O8', 'O9', 'O9', 'O9', 'O9', 'O10', 'O10', 'O10', 'O10', 'O11', 'O11', 'O11', 'O11', 'O12', 'O12', 'O12', 'O12', 'O13', 'O13', 'O13', 'O13', 'O14', 'O14', 'O14', 'O14']`.",,,,,,,
72f,/root/Mattergen/OBELIX/cifs/72f.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,0,94,False,300,117.32869981199838,-700.5763549804688,-7.452939946600732
72f,/root/Mattergen/OBELIX/cifs/72f.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,1,94,False,300,117.32865380499788,-701.9136352539062,-7.467166332488365
72f,/root/Mattergen/OBELIX/cifs/72f.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,2,94,False,300,119.06753617100185,-732.1951293945312,-7.789309887175865
72f,/root/Mattergen/OBELIX/cifs/72f.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,3,94,False,300,119.067263404002,-699.036865234375,-7.436562396110372
72f,/root/Mattergen/OBELIX/cifs/72f.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,4,94,False,300,119.35991647099945,-733.8101196289062,-7.806490634350067
72f,/root/Mattergen/OBELIX/cifs/72f.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,5,94,False,300,119.35960811100085,-711.2381591796875,-7.56636339552859
72f,/root/Mattergen/OBELIX/cifs/72f.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,6,94,False,300,114.48167658600141,-711.1923217773438,-7.565875763588763
72f,/root/Mattergen/OBELIX/cifs/72f.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,7,94,False,300,114.48139847499988,-712.0272827148438,-7.574758326753657
72f,/root/Mattergen/OBELIX/cifs/72f.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,8,94,False,300,118.4234138110005,-723.2071533203125,-7.693693120428857
72f,/root/Mattergen/OBELIX/cifs/72f.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,9,94,False,300,118.42316337800003,-699.3455200195312,-7.439845957654588
7cr,/root/Mattergen/OBELIX/cifs/7cr.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Na0', 'Na0', 'Li1', 'Li1', 'Li2', 'Li2', 'B3', 'B3', 'P4', 'P4', 'P5', 'P5', 'O6', 'O6', 'O7', 'O7', 'O8', 'O8', 'O9', 'O9', 'O10', 'O10', 'O11', 'O11', 'O12', 'O12', 'O13', 'O13']`.",,,,,,,
883,/root/Mattergen/OBELIX/cifs/883.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Al1', 'Al1', 'Al1', 'Al1', 'H2', 'H2', 'H2', 'H2', 'H3', 'H3', 'H3', 'H3', 'H4', 'H4', 'H4', 'H4', 'H5', 'H5', 'H5', 'H5']`.",,,,,,,
95j,/root/Mattergen/OBELIX/cifs/95j.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Al1', 'Al2', 'H3', 'H3', 'H3', 'H3', 'H3', 'H3', 'H4', 'H4', 'H4', 'H4', 'H4', 'H4', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0']`.",,,,,,,
9lo,/root/Mattergen/OBELIX/cifs/9lo.cif,python_warning,UserWarning,0,False,,"/root/Mattergen/.venv/lib/python3.10/site-packages/pymatgen/io/cif.py:1684: Site labels are not unique, which is not compliant with the CIF spec (https://www.iucr.org/__data/iucr/cifdic_html/1/cif_core.dic/Iatom_site_label.html):`['Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li0', 'Li1', 'Li1', 'Li1', 'Li1', 'P2', 'P2', 'P2', 'P2', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O3', 'O4', 'O4', 'O4', 'O4', 'O5', 'O5', 'O5', 'O5']`.",,,,,,,
9lx,/root/Mattergen/OBELIX/cifs/9lx.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,0,50,False,300,85.94172917299875,-232.97531127929688,-4.659506225585938
9lx,/root/Mattergen/OBELIX/cifs/9lx.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,5,50,False,300,82.94216101100028,-230.66473388671875,-4.613294677734375
9lx,/root/Mattergen/OBELIX/cifs/9lx.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,8,50,False,300,80.4214277659994,-220.9037322998047,-4.418074645996094
9o6,/root/Mattergen/OBELIX/cifs/9o6.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,0,91,False,300,109.2123222299997,-685.5065307617188,-7.533038799579327
9o6,/root/Mattergen/OBELIX/cifs/9o6.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,3,91,False,300,109.17448050999883,-676.435791015625,-7.433360340831044
9o6,/root/Mattergen/OBELIX/cifs/9o6.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,4,91,False,300,109.64769377399716,-676.1952514648438,-7.430717049064217
9o6,/root/Mattergen/OBELIX/cifs/9o6.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,6,91,False,300,109.82261546700101,-686.0401000976562,-7.538902198875343
9o6,/root/Mattergen/OBELIX/cifs/9o6.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,7,91,False,300,109.39022417700107,-688.410888671875,-7.564954820570055
9o6,/root/Mattergen/OBELIX/cifs/9o6.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,8,91,False,300,109.07741589999932,-697.021240234375,-7.659574068509615
9o6,/root/Mattergen/OBELIX/cifs/9o6.cif,mlip_relaxation,relaxation_step_limit,0,True,Excluded from ranking; a converged candidate was selected,Did not converge within 300 steps,9,91,False,300,91.13310197499959,-697.8492431640625,-7.668673001802885
9rc,/root/Mattergen/OBELIX/cifs/9rc.cif,ordering_approximation,approximation_warning,0,False,,Occupancy error 0.055000 exceeds tolerance 0.050000,6,99,True,69,19.528312071000983,-425.4270324707031,-4.297242752229325
9yt,/root/Mattergen/OBELIX/cifs/9yt.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,0,117,False,300,116.56882808699811,-817.3002319335938,-6.985472067808494
9yt,/root/Mattergen/OBELIX/cifs/9yt.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,1,117,False,300,116.56876088300123,-821.915771484375,-7.024921123798077
9yt,/root/Mattergen/OBELIX/cifs/9yt.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,2,117,False,300,118.44993056800013,-828.8800659179688,-7.084445007845887
9yt,/root/Mattergen/OBELIX/cifs/9yt.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,3,117,False,300,118.44967281200297,-824.5532836914062,-7.047463963174413
9yt,/root/Mattergen/OBELIX/cifs/9yt.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,4,117,False,300,118.31439681800111,-818.857666015625,-6.998783470219017
9yt,/root/Mattergen/OBELIX/cifs/9yt.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,5,117,False,300,118.31406223500016,-816.0975341796875,-6.975192599826389
9yt,/root/Mattergen/OBELIX/cifs/9yt.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,6,117,False,300,118.98401276599907,-825.3428955078125,-7.054212782118055
9yt,/root/Mattergen/OBELIX/cifs/9yt.cif,mlip_relaxation,relaxation_step_limit,0,False,,Did not converge within 300 steps,7,117,False,300,118.98375180999938,-825.8090209960938,-7.0581967606503735
