parent_id,source_file,status,message,reference_formula,source_formula,cleaned_formula,source_num_sites,dropped_species_count,dropped_occupancy_sum,grouping_method,split_site_pair_count,split_site_cluster_count,split_site_species,supercell_multiplier,supercell_matrix,occupancy_max_error,occupancy_mean_error,within_error_tolerance,source_composition_max_error,composition_max_error,composition_max_drift,within_composition_tolerance,missing_reference_elements,candidate_index,energy_rank,num_atoms,ordered_formula,ranker,relaxed,total_energy_ev,energy_per_atom_ev,output_file
0o6,OBELIX/cifs/0o6.cif,ok,,Li7.2 Sc1.2 Ti10.8 P18 O72,Li2.276 Sc0.42 Ti3.58 P6 O24,Li2.276 Sc0.42 Ti3.58 P6 O24,48,0,0.0,spacegroup,0,0,,2,1x2x1,0.020000000000000018,0.009666666666666662,True,0.003192859626865552,0.0030106879421948063,0.0027974267299259725,True,,1,,73,Li5 Sc1 Ti7 P12 O48,none,False,,,OBELIX/ordered_cifs/0o6_ordered_01.cif
0o6,OBELIX/cifs/0o6.cif,ok,,Li7.2 Sc1.2 Ti10.8 P18 O72,Li2.276 Sc0.42 Ti3.58 P6 O24,Li2.276 Sc0.42 Ti3.58 P6 O24,48,0,0.0,spacegroup,0,0,,2,1x2x1,0.020000000000000018,0.009666666666666662,True,0.003192859626865552,0.0030106879421948063,0.0027974267299259725,True,,2,,73,Li5 Sc1 Ti7 P12 O48,none,False,,,OBELIX/ordered_cifs/0o6_ordered_02.cif
0o6,OBELIX/cifs/0o6.cif,ok,,Li7.2 Sc1.2 Ti10.8 P18 O72,Li2.276 Sc0.42 Ti3.58 P6 O24,Li2.276 Sc0.42 Ti3.58 P6 O24,48,0,0.0,spacegroup,0,0,,2,1x2x1,0.020000000000000018,0.009666666666666662,True,0.003192859626865552,0.0030106879421948063,0.0027974267299259725,True,,3,,73,Li5 Sc1 Ti7 P12 O48,none,False,,,OBELIX/ordered_cifs/0o6_ordered_03.cif
0o6,OBELIX/cifs/0o6.cif,ok,,Li7.2 Sc1.2 Ti10.8 P18 O72,Li2.276 Sc0.42 Ti3.58 P6 O24,Li2.276 Sc0.42 Ti3.58 P6 O24,48,0,0.0,spacegroup,0,0,,2,1x2x1,0.020000000000000018,0.009666666666666662,True,0.003192859626865552,0.0030106879421948063,0.0027974267299259725,True,,4,,73,Li5 Sc1 Ti7 P12 O48,none,False,,,OBELIX/ordered_cifs/0o6_ordered_04.cif
10s,OBELIX/cifs/10s.cif,ok,,Li25.4 Si1.4 P2.6 S20 Br4,Li6.34998 Si0.35 P0.65 S5 Br1,Li6.34998 Si0.35 P0.65 S5 Br1,25,0,0.0,spacegroup+split_site_clusters,0,6,Li,5,5x1x1,0.050000000000000044,0.028564814814814803,True,7.85536112102303e-07,0.014116969173148919,0.014116183637036817,True,,0,,65,Li30 Si2 P3 S25 Br5,none,False,,,OBELIX/ordered_cifs/10s_ordered.cif
10s,OBELIX/cifs/10s.cif,ok,,Li25.4 Si1.4 P2.6 S20 Br4,Li6.34998 Si0.35 P0.65 S5 Br1,Li6.34998 Si0.35 P0.65 S5 Br1,25,0,0.0,spacegroup+split_site_clusters,0,6,Li,5,5x1x1,0.050000000000000044,0.028564814814814803,True,7.85536112102303e-07,0.014116969173148919,0.014116183637036817,True,,1,,65,Li30 Si2 P3 S25 Br5,none,False,,,OBELIX/ordered_cifs/10s_ordered_01.cif
10s,OBELIX/cifs/10s.cif,ok,,Li25.4 Si1.4 P2.6 S20 Br4,Li6.34998 Si0.35 P0.65 S5 Br1,Li6.34998 Si0.35 P0.65 S5 Br1,25,0,0.0,spacegroup+split_site_clusters,0,6,Li,5,5x1x1,0.050000000000000044,0.028564814814814803,True,7.85536112102303e-07,0.014116969173148919,0.014116183637036817,True,,2,,65,Li30 Si2 P3 S25 Br5,none,False,,,OBELIX/ordered_cifs/10s_ordered_02.cif
10s,OBELIX/cifs/10s.cif,ok,,Li25.4 Si1.4 P2.6 S20 Br4,Li6.34998 Si0.35 P0.65 S5 Br1,Li6.34998 Si0.35 P0.65 S5 Br1,25,0,0.0,spacegroup+split_site_clusters,0,6,Li,5,5x1x1,0.050000000000000044,0.028564814814814803,True,7.85536112102303e-07,0.014116969173148919,0.014116183637036817,True,,3,,65,Li30 Si2 P3 S25 Br5,none,False,,,OBELIX/ordered_cifs/10s_ordered_03.cif
10s,OBELIX/cifs/10s.cif,ok,,Li25.4 Si1.4 P2.6 S20 Br4,Li6.34998 Si0.35 P0.65 S5 Br1,Li6.34998 Si0.35 P0.65 S5 Br1,25,0,0.0,spacegroup+split_site_clusters,0,6,Li,5,5x1x1,0.050000000000000044,0.028564814814814803,True,7.85536112102303e-07,0.014116969173148919,0.014116183637036817,True,,4,,65,Li30 Si2 P3 S25 Br5,none,False,,,OBELIX/ordered_cifs/10s_ordered_04.cif
11b,OBELIX/cifs/11b.cif,copied_ordered,,Li6 P2,Li6 P2,Li6 P2,8,0,0.0,,0,0,,,,,,,0.0,0.0,0.0,True,,,,8,Li6 P2,none,False,,,OBELIX/ordered_cifs/11b_ordered.cif
122,OBELIX/cifs/122.cif,ok,,Li24 P4 S20 Cl4,Li6 P1 S5 Cl1,Li6 P1 S5 Cl1,19,0,0.0,spacegroup,0,0,,5,5x1x1,0.015000000000000013,0.007500000000000007,True,0.0,0.0,0.0,True,,0,,65,Li30 P5 S25 Cl5,none,False,,,OBELIX/ordered_cifs/122_ordered.cif
122,OBELIX/cifs/122.cif,ok,,Li24 P4 S20 Cl4,Li6 P1 S5 Cl1,Li6 P1 S5 Cl1,19,0,0.0,spacegroup,0,0,,5,5x1x1,0.015000000000000013,0.007500000000000007,True,0.0,0.0,0.0,True,,1,,65,Li30 P5 S25 Cl5,none,False,,,OBELIX/ordered_cifs/122_ordered_01.cif
122,OBELIX/cifs/122.cif,ok,,Li24 P4 S20 Cl4,Li6 P1 S5 Cl1,Li6 P1 S5 Cl1,19,0,0.0,spacegroup,0,0,,5,5x1x1,0.015000000000000013,0.007500000000000007,True,0.0,0.0,0.0,True,,2,,65,Li30 P5 S25 Cl5,none,False,,,OBELIX/ordered_cifs/122_ordered_02.cif
122,OBELIX/cifs/122.cif,ok,,Li24 P4 S20 Cl4,Li6 P1 S5 Cl1,Li6 P1 S5 Cl1,19,0,0.0,spacegroup,0,0,,5,5x1x1,0.015000000000000013,0.007500000000000007,True,0.0,0.0,0.0,True,,3,,65,Li30 P5 S25 Cl5,none,False,,,OBELIX/ordered_cifs/122_ordered_03.cif
122,OBELIX/cifs/122.cif,ok,,Li24 P4 S20 Cl4,Li6 P1 S5 Cl1,Li6 P1 S5 Cl1,19,0,0.0,spacegroup,0,0,,5,5x1x1,0.015000000000000013,0.007500000000000007,True,0.0,0.0,0.0,True,,4,,65,Li30 P5 S25 Cl5,none,False,,,OBELIX/ordered_cifs/122_ordered_04.cif
13q,OBELIX/cifs/13q.cif,ok,,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,66,0,0.0,spacegroup+split_site_pairs,4,0,Li,3,1x3x1,0.040000000000000036,0.017833333333333354,True,0.0,0.004026845637583931,0.004026845637583931,True,,0,,149,Li59 Sn6 P12 S72,none,False,,,OBELIX/ordered_cifs/13q_ordered.cif
13q,OBELIX/cifs/13q.cif,ok,,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,66,0,0.0,spacegroup+split_site_pairs,4,0,Li,3,1x3x1,0.040000000000000036,0.017833333333333354,True,0.0,0.004026845637583931,0.004026845637583931,True,,1,,149,Li59 Sn6 P12 S72,none,False,,,OBELIX/ordered_cifs/13q_ordered_01.cif
13q,OBELIX/cifs/13q.cif,ok,,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,66,0,0.0,spacegroup+split_site_pairs,4,0,Li,3,1x3x1,0.040000000000000036,0.017833333333333354,True,0.0,0.004026845637583931,0.004026845637583931,True,,2,,149,Li59 Sn6 P12 S72,none,False,,,OBELIX/ordered_cifs/13q_ordered_02.cif
13q,OBELIX/cifs/13q.cif,ok,,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,66,0,0.0,spacegroup+split_site_pairs,4,0,Li,3,1x3x1,0.040000000000000036,0.017833333333333354,True,0.0,0.004026845637583931,0.004026845637583931,True,,3,,149,Li59 Sn6 P12 S72,none,False,,,OBELIX/ordered_cifs/13q_ordered_03.cif
13q,OBELIX/cifs/13q.cif,ok,,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,Li20 Sn2 P4 S24,66,0,0.0,spacegroup+split_site_pairs,4,0,Li,3,1x3x1,0.040000000000000036,0.017833333333333354,True,0.0,0.004026845637583931,0.004026845637583931,True,,4,,149,Li59 Sn6 P12 S72,none,False,,,OBELIX/ordered_cifs/13q_ordered_04.cif
1dm,OBELIX/cifs/1dm.cif,ok,,Li9.6 Al3.6 Ge8.4 P18 O72,Li2.956 Al0.96 Ge3.04 P6 O24,Li2.956 Al0.96 Ge3.04 P6 O24,48,0,0.0,spacegroup,0,0,,1,1x1x1,0.010000000000000009,0.0030370370370370295,True,0.006991167642543816,0.005812263876780008,0.0,True,,0,,37,Li3 Al1 Ge3 P6 O24,none,False,,,OBELIX/ordered_cifs/1dm_ordered.cif
1dm,OBELIX/cifs/1dm.cif,ok,,Li9.6 Al3.6 Ge8.4 P18 O72,Li2.956 Al0.96 Ge3.04 P6 O24,Li2.956 Al0.96 Ge3.04 P6 O24,48,0,0.0,spacegroup,0,0,,1,1x1x1,0.010000000000000009,0.0030370370370370295,True,0.006991167642543816,0.005812263876780008,0.0,True,,1,,37,Li3 Al1 Ge3 P6 O24,none,False,,,OBELIX/ordered_cifs/1dm_ordered_01.cif
1dm,OBELIX/cifs/1dm.cif,ok,,Li9.6 Al3.6 Ge8.4 P18 O72,Li2.956 Al0.96 Ge3.04 P6 O24,Li2.956 Al0.96 Ge3.04 P6 O24,48,0,0.0,spacegroup,0,0,,1,1x1x1,0.010000000000000009,0.0030370370370370295,True,0.006991167642543816,0.005812263876780008,0.0,True,,2,,37,Li3 Al1 Ge3 P6 O24,none,False,,,OBELIX/ordered_cifs/1dm_ordered_02.cif
1dm,OBELIX/cifs/1dm.cif,ok,,Li9.6 Al3.6 Ge8.4 P18 O72,Li2.956 Al0.96 Ge3.04 P6 O24,Li2.956 Al0.96 Ge3.04 P6 O24,48,0,0.0,spacegroup,0,0,,1,1x1x1,0.010000000000000009,0.0030370370370370295,True,0.006991167642543816,0.005812263876780008,0.0,True,,3,,37,Li3 Al1 Ge3 P6 O24,none,False,,,OBELIX/ordered_cifs/1dm_ordered_03.cif
1dm,OBELIX/cifs/1dm.cif,ok,,Li9.6 Al3.6 Ge8.4 P18 O72,Li2.956 Al0.96 Ge3.04 P6 O24,Li2.956 Al0.96 Ge3.04 P6 O24,48,0,0.0,spacegroup,0,0,,1,1x1x1,0.010000000000000009,0.0030370370370370295,True,0.006991167642543816,0.005812263876780008,0.0,True,,4,,37,Li3 Al1 Ge3 P6 O24,none,False,,,OBELIX/ordered_cifs/1dm_ordered_04.cif
1e9,OBELIX/cifs/1e9.cif,copied_ordered,,Li12 Sb4 S12,Li12 Sb4 S12,Li12 Sb4 S12,28,0,0.0,,0,0,,,,,,,0.0,0.0,0.0,True,,,,28,Li12 Sb4 S12,none,False,,,OBELIX/ordered_cifs/1e9_ordered.cif
1kq,OBELIX/cifs/1kq.cif,ok,,Li24 P4 Se2.8 S17.2 Br4,Li6.006 P1 Se0.7 S4.3 Br1,Li6.006 P1 Se0.7 S4.3 Br1,25,0,0.0,spacegroup+split_site_clusters,0,6,Li,5,1x5x1,0.047760000000000025,0.017954999999999992,True,0.00024840606110787533,0.0076923076923077205,0.007667467086196908,True,,0,,65,Li30 P5 Se3 S22 Br5,none,False,,,OBELIX/ordered_cifs/1kq_ordered.cif
1kq,OBELIX/cifs/1kq.cif,ok,,Li24 P4 Se2.8 S17.2 Br4,Li6.006 P1 Se0.7 S4.3 Br1,Li6.006 P1 Se0.7 S4.3 Br1,25,0,0.0,spacegroup+split_site_clusters,0,6,Li,5,1x5x1,0.047760000000000025,0.017954999999999992,True,0.00024840606110787533,0.0076923076923077205,0.007667467086196908,True,,1,,65,Li30 P5 Se3 S22 Br5,none,False,,,OBELIX/ordered_cifs/1kq_ordered_01.cif
1kq,OBELIX/cifs/1kq.cif,ok,,Li24 P4 Se2.8 S17.2 Br4,Li6.006 P1 Se0.7 S4.3 Br1,Li6.006 P1 Se0.7 S4.3 Br1,25,0,0.0,spacegroup+split_site_clusters,0,6,Li,5,1x5x1,0.047760000000000025,0.017954999999999992,True,0.00024840606110787533,0.0076923076923077205,0.007667467086196908,True,,2,,65,Li30 P5 Se3 S22 Br5,none,False,,,OBELIX/ordered_cifs/1kq_ordered_02.cif
1kq,OBELIX/cifs/1kq.cif,ok,,Li24 P4 Se2.8 S17.2 Br4,Li6.006 P1 Se0.7 S4.3 Br1,Li6.006 P1 Se0.7 S4.3 Br1,25,0,0.0,spacegroup+split_site_clusters,0,6,Li,5,1x5x1,0.047760000000000025,0.017954999999999992,True,0.00024840606110787533,0.0076923076923077205,0.007667467086196908,True,,3,,65,Li30 P5 Se3 S22 Br5,none,False,,,OBELIX/ordered_cifs/1kq_ordered_03.cif
1kq,OBELIX/cifs/1kq.cif,ok,,Li24 P4 Se2.8 S17.2 Br4,Li6.006 P1 Se0.7 S4.3 Br1,Li6.006 P1 Se0.7 S4.3 Br1,25,0,0.0,spacegroup+split_site_clusters,0,6,Li,5,1x5x1,0.047760000000000025,0.017954999999999992,True,0.00024840606110787533,0.0076923076923077205,0.007667467086196908,True,,4,,65,Li30 P5 Se3 S22 Br5,none,False,,,OBELIX/ordered_cifs/1kq_ordered_04.cif
1m8,OBELIX/cifs/1m8.cif,ok,,Li27.2 Ge3.2 P0.8 S20 I4,Li6.672 Ge0.79 P0.21 S5 I1,Li6.672 Ge0.79 P0.21 S5 I1,25,0,0.0,spacegroup,0,0,,9,3x3x1,0.03811111111111121,0.016707070707070722,True,0.004748942088347252,0.004948745139625288,0.0009003030346277745,True,,0,,123,Li60 Ge7 P2 S45 I9,none,False,,,OBELIX/ordered_cifs/1m8_ordered.cif
1m8,OBELIX/cifs/1m8.cif,ok,,Li27.2 Ge3.2 P0.8 S20 I4,Li6.672 Ge0.79 P0.21 S5 I1,Li6.672 Ge0.79 P0.21 S5 I1,25,0,0.0,spacegroup,0,0,,9,3x3x1,0.03811111111111121,0.016707070707070722,True,0.004748942088347252,0.004948745139625288,0.0009003030346277745,True,,1,,123,Li60 Ge7 P2 S45 I9,none,False,,,OBELIX/ordered_cifs/1m8_ordered_01.cif
1m8,OBELIX/cifs/1m8.cif,ok,,Li27.2 Ge3.2 P0.8 S20 I4,Li6.672 Ge0.79 P0.21 S5 I1,Li6.672 Ge0.79 P0.21 S5 I1,25,0,0.0,spacegroup,0,0,,9,3x3x1,0.03811111111111121,0.016707070707070722,True,0.004748942088347252,0.004948745139625288,0.0009003030346277745,True,,2,,123,Li60 Ge7 P2 S45 I9,none,False,,,OBELIX/ordered_cifs/1m8_ordered_02.cif
1m8,OBELIX/cifs/1m8.cif,ok,,Li27.2 Ge3.2 P0.8 S20 I4,Li6.672 Ge0.79 P0.21 S5 I1,Li6.672 Ge0.79 P0.21 S5 I1,25,0,0.0,spacegroup,0,0,,9,3x3x1,0.03811111111111121,0.016707070707070722,True,0.004748942088347252,0.004948745139625288,0.0009003030346277745,True,,3,,123,Li60 Ge7 P2 S45 I9,none,False,,,OBELIX/ordered_cifs/1m8_ordered_03.cif
1m8,OBELIX/cifs/1m8.cif,ok,,Li27.2 Ge3.2 P0.8 S20 I4,Li6.672 Ge0.79 P0.21 S5 I1,Li6.672 Ge0.79 P0.21 S5 I1,25,0,0.0,spacegroup,0,0,,9,3x3x1,0.03811111111111121,0.016707070707070722,True,0.004748942088347252,0.004948745139625288,0.0009003030346277745,True,,4,,123,Li60 Ge7 P2 S45 I9,none,False,,,OBELIX/ordered_cifs/1m8_ordered_04.cif
1ty,OBELIX/cifs/1ty.cif,ok,,Li16 Ge4 Se4 S12,Li16.0 Ge4 Se4.232 S11.768,Li16.0 Ge4 Se4.232 S11.768,48,0,0.0,spacegroup+split_site_pairs,12,0,Li,2,2x1x1,0.04800000000000004,0.004093749999999999,True,0.006444444444444475,0.013888888888888895,0.007444444444444531,True,,0,,72,Li32 Ge8 Se9 S23,none,False,,,OBELIX/ordered_cifs/1ty_ordered.cif
1ty,OBELIX/cifs/1ty.cif,ok,,Li16 Ge4 Se4 S12,Li16.0 Ge4 Se4.232 S11.768,Li16.0 Ge4 Se4.232 S11.768,48,0,0.0,spacegroup+split_site_pairs,12,0,Li,2,2x1x1,0.04800000000000004,0.004093749999999999,True,0.006444444444444475,0.013888888888888895,0.007444444444444531,True,,1,,72,Li32 Ge8 Se9 S23,none,False,,,OBELIX/ordered_cifs/1ty_ordered_01.cif
1ty,OBELIX/cifs/1ty.cif,ok,,Li16 Ge4 Se4 S12,Li16.0 Ge4 Se4.232 S11.768,Li16.0 Ge4 Se4.232 S11.768,48,0,0.0,spacegroup+split_site_pairs,12,0,Li,2,2x1x1,0.04800000000000004,0.004093749999999999,True,0.006444444444444475,0.013888888888888895,0.007444444444444531,True,,2,,72,Li32 Ge8 Se9 S23,none,False,,,OBELIX/ordered_cifs/1ty_ordered_02.cif
1ty,OBELIX/cifs/1ty.cif,ok,,Li16 Ge4 Se4 S12,Li16.0 Ge4 Se4.232 S11.768,Li16.0 Ge4 Se4.232 S11.768,48,0,0.0,spacegroup+split_site_pairs,12,0,Li,2,2x1x1,0.04800000000000004,0.004093749999999999,True,0.006444444444444475,0.013888888888888895,0.007444444444444531,True,,3,,72,Li32 Ge8 Se9 S23,none,False,,,OBELIX/ordered_cifs/1ty_ordered_03.cif
